EnsembleID	Symbol	n(Celltypes)	Name
ENSG00000142910	TINAGL1	1692	tubulointerstitial nephritis antigen like 1
ENSG00000152990	ADGRA3	1691	adhesion G protein-coupled receptor A3
ENSG00000119514	GALNT12	1691	polypeptide N-acetylgalactosaminyltransferase 12
ENSG00000134508	CABLES1	1691	Cdk5 and Abl enzyme substrate 1
ENSG00000196867	ZFP28	1691	ZFP28 zinc finger protein
ENSG00000226746	SMCR5	1691	Smith-Magenis syndrome chromosome region, candidate 5
ENSG00000100350	FOXRED2	1691	FAD dependent oxidoreductase domain containing 2
ENSG00000126787	DLGAP5	1691	DLG associated protein 5
ENSG00000188566	NDOR1	1690	NADPH dependent diflavin oxidoreductase 1
ENSG00000163492	CCDC141	1690	coiled-coil domain containing 141
ENSG00000100147	CCDC134	1690	coiled-coil domain containing 134
ENSG00000175279	CENPS	1690	centromere protein S
ENSG00000152661	GJA1	1690	gap junction protein alpha 1
ENSG00000198324	PHETA1	1690	PH domain containing endocytic trafficking adaptor 1
ENSG00000132694	ARHGEF11	1689	Rho guanine nucleotide exchange factor 11
ENSG00000116661	FBXO2	1688	F-box protein 2
ENSG00000126759	CFP	1688	complement factor properdin
ENSG00000122966	CIT	1688	citron rho-interacting serine/threonine kinase
ENSG00000174946	GPR171	1688	G protein-coupled receptor 171
ENSG00000079482	OPHN1	1687	oligophrenin 1
ENSG00000196565	HBG2	1687	hemoglobin subunit gamma 2
ENSG00000172244	C5orf34	1687	chromosome 5 open reading frame 34
ENSG00000111879	FAM184A	1687	family with sequence similarity 184 member A
ENSG00000187187	ZNF546	1687	zinc finger protein 546
ENSG00000142945	KIF2C	1687	kinesin family member 2C
ENSG00000162390	ACOT11	1687	acyl-CoA thioesterase 11
ENSG00000137462	TLR2	1686	toll like receptor 2
ENSG00000170417	TMEM182	1686	transmembrane protein 182
ENSG00000106809	OGN	1686	osteoglycin
ENSG00000169116	PARM1	1686	prostate androgen-regulated mucin-like protein 1
ENSG00000215126	ZNG1F	1686	Zn regulated GTPase metalloprotein activator 1F
ENSG00000089692	LAG3	1686	lymphocyte activating 3
ENSG00000121211	MND1	1686	meiotic nuclear divisions 1
ENSG00000139160	ETFBKMT	1686	electron transfer flavoprotein subunit beta lysine methyltransferase
ENSG00000116396	KCNC4	1686	potassium voltage-gated channel subfamily C member 4
ENSG00000065717	TLE2	1685	TLE family member 2, transcriptional corepressor
ENSG00000154016	GRAP	1685	GRB2 related adaptor protein
ENSG00000138346	DNA2	1685	DNA replication helicase/nuclease 2
ENSG00000050820	BCAR1	1685	BCAR1 scaffold protein, Cas family member
ENSG00000101333	PLCB4	1685	phospholipase C beta 4
ENSG00000172201	ID4	1685	inhibitor of DNA binding 4
ENSG00000167393	PPP2R3B	1685	protein phosphatase 2 regulatory subunit B''beta
ENSG00000169679	BUB1	1685	BUB1 mitotic checkpoint serine/threonine kinase
ENSG00000026751	SLAMF7	1685	SLAM family member 7
ENSG00000182742	HOXB4	1685	homeobox B4
ENSG00000176293	ZNF135	1684	zinc finger protein 135
ENSG00000152284	TCF7L1	1684	transcription factor 7 like 1
ENSG00000267796	LIN37	1684	lin-37 DREAM MuvB core complex component
ENSG00000178623	GPR35	1684	G protein-coupled receptor 35
ENSG00000116299	ELAPOR1	1684	endosome-lysosome associated apoptosis and autophagy regulator 1
ENSG00000173068	BNC2	1684	basonuclin zinc finger protein 2
ENSG00000184574	LPAR5	1684	lysophosphatidic acid receptor 5
ENSG00000146856	AGBL3	1684	AGBL carboxypeptidase 3
ENSG00000197837	H4C16	1683	H4 histone 16
ENSG00000149573	MPZL2	1683	myelin protein zero like 2
ENSG00000164087	POC1A	1682	POC1 centriolar protein A
ENSG00000198018	ENTPD7	1682	ectonucleoside triphosphate diphosphohydrolase 7
ENSG00000155858	LSM11	1682	LSM11, U7 small nuclear RNA associated
ENSG00000239857	GET4	1682	guided entry of tail-anchored proteins factor 4
ENSG00000161381	PLXDC1	1682	plexin domain containing 1
ENSG00000204315	FKBPL	1682	FKBP prolyl isomerase like
ENSG00000111665	CDCA3	1681	cell division cycle associated 3
ENSG00000159259	CHAF1B	1681	chromatin assembly factor 1 subunit B
ENSG00000102445	RUBCNL	1681	rubicon like autophagy enhancer
ENSG00000135631	RAB11FIP5	1681	RAB11 family interacting protein 5
ENSG00000159496	RGL4	1680	ral guanine nucleotide dissociation stimulator like 4
ENSG00000034053	APBA2	1680	amyloid beta precursor protein binding family A member 2
ENSG00000240038	AMY2B	1680	amylase alpha 2B
ENSG00000149798	CDC42EP2	1679	CDC42 effector protein 2
ENSG00000141198	TOM1L1	1679	target of myb1 like 1 membrane trafficking protein
ENSG00000110693	SOX6	1679	SRY-box transcription factor 6
ENSG00000173548	SNX33	1679	sorting nexin 33
ENSG00000198780	FAM169A	1679	family with sequence similarity 169 member A
ENSG00000164683	HEY1	1679	hes related family bHLH transcription factor with YRPW motif 1
ENSG00000179348	GATA2	1679	GATA binding protein 2
ENSG00000120093	HOXB3	1679	homeobox B3
ENSG00000013392	RWDD2A	1679	RWD domain containing 2A
ENSG00000166821	PEX11A	1678	peroxisomal biogenesis factor 11 alpha
ENSG00000116151	MORN1	1678	MORN repeat containing 1
ENSG00000119636	BBOF1	1678	basal body orientation factor 1
ENSG00000182224	CYB5D1	1678	cytochrome b5 domain containing 1
ENSG00000180423	HARBI1	1678	harbinger transposase derived 1
ENSG00000197540	GZMM	1678	granzyme M
ENSG00000196074	SYCP2	1678	synaptonemal complex protein 2
ENSG00000278535	DHRS11	1677	dehydrogenase/reductase 11
ENSG00000116711	PLA2G4A	1677	phospholipase A2 group IVA
ENSG00000278615	C11orf98	1677	chromosome 11 open reading frame 98
ENSG00000132470	ITGB4	1677	integrin subunit beta 4
ENSG00000180089	TMEM86B	1676	transmembrane protein 86B
ENSG00000012211	PRICKLE3	1676	prickle planar cell polarity protein 3
ENSG00000143382	ADAMTSL4	1676	ADAMTS like 4
ENSG00000123095	BHLHE41	1676	basic helix-loop-helix family member e41
ENSG00000120256	LRP11	1676	LDL receptor related protein 11
ENSG00000015568	RGPD5	1675	RANBP2 like and GRIP domain containing 5
ENSG00000083857	FAT1	1675	FAT atypical cadherin 1
ENSG00000164932	CTHRC1	1675	collagen triple helix repeat containing 1
ENSG00000165591	FAAH2	1675	fatty acid amide hydrolase 2
ENSG00000185669	SNAI3	1675	snail family transcriptional repressor 3
ENSG00000161298	ZNF382	1674	zinc finger protein 382
ENSG00000168778	TCTN2	1674	tectonic family member 2
ENSG00000171659	GPR34	1674	G protein-coupled receptor 34
ENSG00000204271	SPIN3	1674	spindlin family member 3
ENSG00000074964	ARHGEF10L	1674	Rho guanine nucleotide exchange factor 10 like
ENSG00000171241	SHCBP1	1674	SHC binding and spindle associated 1
ENSG00000167981	ZNF597	1674	zinc finger protein 597
ENSG00000102934	PLLP	1674	plasmolipin
ENSG00000035499	DEPDC1B	1673	DEP domain containing 1B
ENSG00000163251	FZD5	1673	frizzled class receptor 5
ENSG00000179922	ZNF784	1673	zinc finger protein 784
ENSG00000163106	HPGDS	1672	hematopoietic prostaglandin D synthase
ENSG00000204381	LAYN	1672	layilin
ENSG00000152454	ZNF256	1672	zinc finger protein 256
ENSG00000067715	SYT1	1672	synaptotagmin 1
ENSG00000153904	DDAH1	1672	dimethylarginine dimethylaminohydrolase 1
ENSG00000159214	CCDC24	1672	coiled-coil domain containing 24
ENSG00000173083	HPSE	1671	heparanase
ENSG00000140451	PIF1	1671	PIF1 5'-to-3' DNA helicase
ENSG00000063660	GPC1	1671	glypican 1
ENSG00000185101	ANO9	1670	anoctamin 9
ENSG00000197279	ZNF165	1670	zinc finger protein 165
ENSG00000138080	EMILIN1	1670	elastin microfibril interfacer 1
ENSG00000170323	FABP4	1670	fatty acid binding protein 4
ENSG00000146670	CDCA5	1670	cell division cycle associated 5
ENSG00000176595	KBTBD11	1670	kelch repeat and BTB domain containing 11
ENSG00000147257	GPC3	1670	glypican 3
ENSG00000197779	ZNF81	1669	zinc finger protein 81
ENSG00000180611	MB21D2	1669	Mab-21 domain containing 2
ENSG00000164124	TMEM144	1669	transmembrane protein 144
ENSG00000225828	FAM229A	1669	family with sequence similarity 229 member A
ENSG00000115590	IL1R2	1669	interleukin 1 receptor type 2
ENSG00000141404	GNAL	1669	G protein subunit alpha L
ENSG00000115380	EFEMP1	1668	EGF containing fibulin extracellular matrix protein 1
ENSG00000105088	OLFM2	1668	olfactomedin 2
ENSG00000006453	BAIAP2L1	1668	BAR/IMD domain containing adaptor protein 2 like 1
ENSG00000013016	EHD3	1668	EH domain containing 3
ENSG00000183655	KLHL25	1668	kelch like family member 25
ENSG00000161996	WDR90	1668	WD repeat domain 90
ENSG00000197629	MPEG1	1667	macrophage expressed 1
ENSG00000243056	EIF4EBP3	1667	eukaryotic translation initiation factor 4E binding protein 3
ENSG00000111729	CLEC4A	1666	C-type lectin domain family 4 member A
ENSG00000153832	FBXO36	1666	F-box protein 36
ENSG00000240583	AQP1	1666	aquaporin 1 (Colton blood group)
ENSG00000198924	DCLRE1A	1666	DNA cross-link repair 1A
ENSG00000131037	EPS8L1	1665	EPS8 signaling adaptor L1
ENSG00000134504	KCTD1	1665	potassium channel tetramerization domain containing 1
ENSG00000153898	MCOLN2	1665	mucolipin TRP cation channel 2
ENSG00000136160	EDNRB	1665	endothelin receptor type B
ENSG00000198046	ZNF667	1664	zinc finger protein 667
ENSG00000160318	CLDND2	1664	claudin domain containing 2
ENSG00000136514	RTP4	1664	receptor transporter protein 4
ENSG00000143178	TBX19	1664	T-box transcription factor 19
ENSG00000162825	NBPF20	1664	NBPF member 20
ENSG00000253626	EIF5AL1	1663	eukaryotic translation initiation factor 5A like 1
ENSG00000163701	IL17RE	1663	interleukin 17 receptor E
ENSG00000156050	FAM161B	1663	FAM161 centrosomal protein B
ENSG00000197238	H4C11	1663	H4 clustered histone 11
ENSG00000164483	SAMD3	1663	sterile alpha motif domain containing 3
ENSG00000126460	PRRG2	1663	proline rich and Gla domain 2
ENSG00000174721	FGFBP3	1663	fibroblast growth factor binding protein 3
ENSG00000180891	CUEDC1	1663	CUE domain containing 1
ENSG00000167693	NXN	1663	nucleoredoxin
ENSG00000275395	FCGBP	1663	Fc gamma binding protein
ENSG00000099256	PRTFDC1	1663	phosphoribosyl transferase domain containing 1
ENSG00000100311	PDGFB	1663	platelet derived growth factor subunit B
ENSG00000102349	KLF8	1663	KLF transcription factor 8
ENSG00000110079	MS4A4A	1662	membrane spanning 4-domains A4A
ENSG00000196371	FUT4	1662	fucosyltransferase 4
ENSG00000138411	HECW2	1662	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
ENSG00000137857	DUOX1	1662	dual oxidase 1
ENSG00000107954	NEURL1	1661	neuralized E3 ubiquitin protein ligase 1
ENSG00000165138	ANKS6	1661	ankyrin repeat and sterile alpha motif domain containing 6
ENSG00000177575	CD163	1661	CD163 molecule
ENSG00000181588	MEX3D	1661	mex-3 RNA binding family member D
ENSG00000112210	RAB23	1661	RAB23, member RAS oncogene family
ENSG00000134247	PTGFRN	1660	prostaglandin F2 receptor inhibitor
ENSG00000100003	SEC14L2	1660	SEC14 like lipid binding 2
ENSG00000141040	ZNF287	1660	zinc finger protein 287
ENSG00000137338	PGBD1	1660	piggyBac transposable element derived 1
ENSG00000089091	DZANK1	1660	double zinc ribbon and ankyrin repeat domains 1
ENSG00000100890	PRORP	1659	protein only RNase P catalytic subunit
ENSG00000154655	L3MBTL4	1659	L3MBTL histone methyl-lysine binding protein 4
ENSG00000112039	FANCE	1659	FA complementation group E
ENSG00000157570	TSPAN18	1659	tetraspanin 18
ENSG00000161544	CYGB	1659	cytoglobin
ENSG00000106976	DNM1	1658	dynamin 1
ENSG00000172159	FRMD3	1658	FERM domain containing 3
ENSG00000181284	TMEM102	1658	transmembrane protein 102
ENSG00000006534	ALDH3B1	1657	aldehyde dehydrogenase 3 family member B1
ENSG00000176809	LRRC37A3	1657	leucine rich repeat containing 37 member A3
ENSG00000182134	TDRKH	1657	tudor and KH domain containing
ENSG00000109944	JHY	1657	junctional cadherin complex regulator
ENSG00000105499	PLA2G4C	1657	phospholipase A2 group IVC
ENSG00000125735	TNFSF14	1657	TNF superfamily member 14
ENSG00000151090	THRB	1657	thyroid hormone receptor beta
ENSG00000108846	ABCC3	1656	ATP binding cassette subfamily C member 3
ENSG00000239521	CASTOR3P	1656	CASTOR family member 3, pseudogene
ENSG00000106089	STX1A	1656	syntaxin 1A
ENSG00000215041	NEURL4	1656	neuralized E3 ubiquitin protein ligase 4
ENSG00000184349	EFNA5	1655	ephrin A5
ENSG00000130300	PLVAP	1655	plasmalemma vesicle associated protein
ENSG00000066382	MPPED2	1655	metallophosphoesterase domain containing 2
ENSG00000142185	TRPM2	1655	transient receptor potential cation channel subfamily M member 2
ENSG00000173531	MST1	1655	macrophage stimulating 1
ENSG00000182405	PGBD4	1654	piggyBac transposable element derived 4
ENSG00000099999	RNF215	1654	ring finger protein 215
ENSG00000101057	MYBL2	1654	MYB proto-oncogene like 2
ENSG00000151062	CACNA2D4	1654	calcium voltage-gated channel auxiliary subunit alpha2delta 4
ENSG00000184293	CLECL1P	1654	C-type lectin like 1, pseudogene
ENSG00000106034	CPED1	1654	cadherin like and PC-esterase domain containing 1
ENSG00000120318	ARAP3	1654	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
ENSG00000139354	GAS2L3	1653	growth arrest specific 2 like 3
ENSG00000139910	NOVA1	1653	NOVA alternative splicing regulator 1
ENSG00000269343	ZNF587B	1653	zinc finger protein 587B
ENSG00000104524	PYCR3	1653	pyrroline-5-carboxylate reductase 3
ENSG00000112320	SOBP	1653	sine oculis binding protein homolog
ENSG00000164296	TIGD6	1653	tigger transposable element derived 6
ENSG00000181135	ZNF707	1653	zinc finger protein 707
ENSG00000011426	ANLN	1653	anillin, actin binding protein
ENSG00000126016	AMOT	1653	angiomotin
ENSG00000142303	ADAMTS10	1653	ADAM metallopeptidase with thrombospondin type 1 motif 10
ENSG00000171823	FBXL14	1653	F-box and leucine rich repeat protein 14
ENSG00000172264	MACROD2	1653	mono-ADP ribosylhydrolase 2
ENSG00000064886	CHI3L2	1653	chitinase 3 like 2
ENSG00000154096	THY1	1653	Thy-1 cell surface antigen
ENSG00000076258	FMO4	1652	flavin containing dimethylaniline monoxygenase 4
ENSG00000146242	TPBG	1652	trophoblast glycoprotein
ENSG00000137135	ARHGEF39	1652	Rho guanine nucleotide exchange factor 39
ENSG00000178917	ZNF852	1652	zinc finger protein 852
ENSG00000171992	SYNPO	1652	synaptopodin
ENSG00000105426	PTPRS	1652	protein tyrosine phosphatase receptor type S
ENSG00000279078	SND1-IT1	1652	SND1 intronic transcript 1
ENSG00000182700	IGIP	1651	IgA inducing protein
ENSG00000185164	NOMO2	1651	NODAL modulator 2
ENSG00000101871	MID1	1651	midline 1
ENSG00000163406	SLC15A2	1651	solute carrier family 15 member 2
ENSG00000107186	MPDZ	1651	multiple PDZ domain crumbs cell polarity complex component
ENSG00000152784	PRDM8	1651	PR/SET domain 8
ENSG00000169860	P2RY1	1651	purinergic receptor P2Y1
ENSG00000134013	LOXL2	1650	lysyl oxidase like 2
ENSG00000087589	CASS4	1650	Cas scaffold protein family member 4
ENSG00000134317	GRHL1	1650	grainyhead like transcription factor 1
ENSG00000180346	TIGD2	1650	tigger transposable element derived 2
ENSG00000153885	KCTD15	1650	potassium channel tetramerization domain containing 15
ENSG00000164053	ATRIP	1650	ATR interacting protein
ENSG00000118193	KIF14	1650	kinesin family member 14
ENSG00000178538	CA8	1649	carbonic anhydrase 8
ENSG00000136689	IL1RN	1649	interleukin 1 receptor antagonist
ENSG00000128536	CDHR3	1649	cadherin related family member 3
ENSG00000196436	NPIPB15	1649	nuclear pore complex interacting protein family member B15
ENSG00000164106	SCRG1	1649	stimulator of chondrogenesis 1
ENSG00000169955	ZNF747	1648	zinc finger protein 747
ENSG00000258102	MAP1LC3B2	1648	microtubule associated protein 1 light chain 3 beta 2
ENSG00000145911	N4BP3	1648	NEDD4 binding protein 3
ENSG00000167550	RHEBL1	1648	RHEB like 1
ENSG00000277161	PIGW	1648	phosphatidylinositol glycan anchor biosynthesis class W
ENSG00000150681	RGS18	1648	regulator of G protein signaling 18
ENSG00000166689	PLEKHA7	1648	pleckstrin homology domain containing A7
ENSG00000187607	ZNF286A	1648	zinc finger protein 286A
ENSG00000049769	PPP1R3F	1648	protein phosphatase 1 regulatory subunit 3F
ENSG00000183496	MEX3B	1647	mex-3 RNA binding family member B
ENSG00000168280	KIF5C	1647	kinesin family member 5C
ENSG00000158825	CDA	1647	cytidine deaminase
ENSG00000144369	FAM171B	1647	family with sequence similarity 171 member B
ENSG00000132837	DMGDH	1647	dimethylglycine dehydrogenase
ENSG00000186272	ZNF17	1646	zinc finger protein 17
ENSG00000148848	ADAM12	1646	ADAM metallopeptidase domain 12
ENSG00000134222	PSRC1	1646	proline and serine rich coiled-coil 1
ENSG00000175287	PHYHD1	1646	phytanoyl-CoA dioxygenase domain containing 1
ENSG00000087842	PIR	1645	pirin
ENSG00000131459	GFPT2	1645	glutamine-fructose-6-phosphate transaminase 2
ENSG00000154721	JAM2	1645	junctional adhesion molecule 2
ENSG00000168806	LCMT2	1645	leucine carboxyl methyltransferase 2
ENSG00000167608	TMC4	1644	transmembrane channel like 4
ENSG00000138111	MFSD13A	1644	major facilitator superfamily domain containing 13A
ENSG00000141013	GAS8	1644	growth arrest specific 8
ENSG00000206140	TMEM191C	1644	transmembrane protein 191C
ENSG00000139410	SDSL	1644	serine dehydratase like
ENSG00000110723	EXPH5	1644	exophilin 5
ENSG00000185291	IL3RA	1643	interleukin 3 receptor subunit alpha
ENSG00000121297	TSHZ3	1643	teashirt zinc finger homeobox 3
ENSG00000100385	IL2RB	1643	interleukin 2 receptor subunit beta
ENSG00000108556	CHRNE	1643	cholinergic receptor nicotinic epsilon subunit
ENSG00000170469	SPATA24	1643	spermatogenesis associated 24
ENSG00000107815	TWNK	1642	twinkle mtDNA helicase
ENSG00000179886	TIGD5	1642	tigger transposable element derived 5
ENSG00000107249	GLIS3	1642	GLIS family zinc finger 3
ENSG00000250067	YJEFN3	1642	YjeF N-terminal domain containing 3
ENSG00000196118	CFAP119	1642	cilia and flagella associated protein 119
ENSG00000112303	VNN2	1642	vanin 2
ENSG00000157017	GHRL	1641	ghrelin and obestatin prepropeptide
ENSG00000118777	ABCG2	1641	ATP binding cassette subfamily G member 2 (JR blood group)
ENSG00000251192	ZNF674	1640	zinc finger protein 674
ENSG00000088876	ZNF343	1640	zinc finger protein 343
ENSG00000188372	ZP3	1639	zona pellucida glycoprotein 3
ENSG00000132801	ZSWIM3	1639	zinc finger SWIM-type containing 3
ENSG00000198892	SHISA4	1639	shisa family member 4
ENSG00000011478	QPCTL	1638	glutaminyl-peptide cyclotransferase like
ENSG00000135127	BICDL1	1638	BICD family like cargo adaptor 1
ENSG00000175352	NRIP3	1638	nuclear receptor interacting protein 3
ENSG00000135636	DYSF	1638	dysferlin
ENSG00000102890	ELMO3	1638	engulfment and cell motility 3
ENSG00000180787	ZFP3	1637	ZFP3 zinc finger protein
ENSG00000115255	REEP6	1637	receptor accessory protein 6
ENSG00000094804	CDC6	1637	cell division cycle 6
ENSG00000099864	PALM	1637	paralemmin
ENSG00000150672	DLG2	1637	discs large MAGUK scaffold protein 2
ENSG00000162882	HAAO	1636	3-hydroxyanthranilate 3,4-dioxygenase
ENSG00000135338	LCA5	1636	lebercilin LCA5
ENSG00000240891	PLCXD2	1636	phosphatidylinositol specific phospholipase C X domain containing 2
ENSG00000166126	AMN	1635	amnion associated transmembrane protein
ENSG00000167861	HID1	1635	HID1 domain containing
ENSG00000185482	STAC3	1635	SH3 and cysteine rich domain 3
ENSG00000196739	COL27A1	1635	collagen type XXVII alpha 1 chain
ENSG00000135722	FBXL8	1635	F-box and leucine rich repeat protein 8
ENSG00000101955	SRPX	1635	sushi repeat containing protein X-linked
ENSG00000198576	ARC	1635	activity regulated cytoskeleton associated protein
ENSG00000132141	CCT6B	1634	chaperonin containing TCP1 subunit 6B
ENSG00000111728	ST8SIA1	1634	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
ENSG00000133246	PRAM1	1634	PML-RARA regulated adaptor molecule 1
ENSG00000183971	NPW	1634	neuropeptide W
